,Shading Maps
476,"[[ 0.          2.94406281  7.85083415]
 [ 2.03631011 10.         10.        ]
 [10.         10.         10.        ]]"
477,"[[ 0.          9.12942989  7.97380586]
 [ 6.47149461 10.         10.        ]
 [10.         10.         10.        ]]"
478,"[[ 3.02033493 10.          7.65550239]
 [ 2.36244019 10.         10.        ]
 [ 0.          7.86483254 10.        ]]"
479,"[[ 0. 10. 10.]
 [10. 10. 10.]
 [10. 10. 10.]]"
480,"[[ 0.          2.18390805  4.82758621]
 [ 1.64750958  8.19923372  7.47126437]
 [ 7.72030651 10.         10.        ]]"
481,"[[10.          9.20889988  0.        ]
 [10.         10.          5.3461063 ]
 [10.         10.         10.        ]]"
482,"[[ 0.          2.75175644 10.        ]
 [ 8.25526932 10.         10.        ]
 [ 8.43091335  8.89929742 10.        ]]"
483,"[[ 0.          7.58845438  3.25884544]
 [10.         10.         10.        ]
 [ 8.19366853 10.         10.        ]]"
484,"[[ 0.          8.10696095 10.        ]
 [ 4.58404075 10.         10.        ]
 [10.         10.         10.        ]]"
485,"[[ 2.44122966 10.          2.80289331]
 [ 5.74141049 10.         10.        ]
 [ 0.         10.         10.        ]]"
486,"[[ 0.          7.54625122 10.        ]
 [ 7.76533593 10.         10.        ]
 [10.         10.          4.96592016]]"
487,"[[ 0.          4.43587271  8.1002893 ]
 [ 3.25458052 10.         10.        ]
 [ 4.26711668  9.25747348 10.        ]]"
488,"[[10.          0.         10.        ]
 [10.          9.65608466 10.        ]
 [ 3.24074074 10.         10.        ]]"
489,"[[ 0.         10.         10.        ]
 [ 8.35974643 10.          1.94136292]
 [ 8.32012678 10.         10.        ]]"
490,"[[ 0.          3.07917889  8.65102639]
 [10.         10.         10.        ]
 [ 3.4457478   5.05865103 10.        ]]"
491,"[[ 0.          2.05278592  0.09775171]
 [ 4.49657869 10.          9.40860215]
 [ 3.27468231 10.         10.        ]]"
492,"[[ 0.          7.24582701 10.        ]
 [ 6.63884674 10.         10.        ]
 [ 6.98027314 10.         10.        ]]"
493,"[[ 0.          6.91773504 10.        ]
 [ 9.96260684 10.         10.        ]
 [ 6.00961538 10.         10.        ]]"
494,"[[ 0.          7.77680141  2.19683656]
 [ 9.05096661  8.34797891 10.        ]
 [10.         10.         10.        ]]"
495,"[[ 0.          6.90348525  1.13941019]
 [10.         10.         10.        ]
 [ 5.29490617 10.         10.        ]]"
496,"[[ 0.         10.         10.        ]
 [10.         10.         10.        ]
 [10.         10.          9.93031359]]"
497,"[[ 0.          3.64730878  4.70963173]
 [ 5.3470255  10.         10.        ]
 [10.         10.         10.        ]]"
498,"[[ 0.          2.01072386 10.        ]
 [ 6.769437   10.         10.        ]
 [ 7.7077748  10.         10.        ]]"
499,"[[ 0.         10.         10.        ]
 [ 8.82009346 10.         10.        ]
 [ 0.81775701  8.52803738  3.67990654]]"
500,"[[ 0.          4.35992579  1.2987013 ]
 [10.         10.         10.        ]
 [ 3.47866419 10.         10.        ]]"
501,"[[ 0.          5.76923077  4.46650124]
 [ 3.47394541 10.         10.        ]
 [ 4.21836228 10.         10.        ]]"
502,"[[ 0.          8.23598131  4.78971963]
 [ 4.03037383 10.         10.        ]
 [ 1.5771028  10.         10.        ]]"
503,"[[ 0.          5.20361991 10.        ]
 [10.         10.         10.        ]
 [10.         10.          6.30656109]]"
504,"[[ 0.          8.52490421  9.32311622]
 [ 2.26692209 10.         10.        ]
 [ 2.23499361 10.          9.09961686]]"
505,"[[ 1.39776358  0.          5.51118211]
 [ 3.75399361 10.         10.        ]
 [10.         10.         10.        ]]"
506,"[[ 0.          8.52047556 10.        ]
 [10.         10.         10.        ]
 [10.         10.          9.08190225]]"
507,"[[ 5.14322917 10.          0.52083333]
 [10.         10.          1.04166667]
 [10.         10.          0.        ]]"
508,"[[ 0.          2.46437055 10.        ]
 [ 2.70190024  8.3432304  10.        ]
 [ 3.23634204  9.85748219 10.        ]]"
509,"[[ 0.          8.39665653 10.        ]
 [ 5.77507599 10.         10.        ]
 [10.         10.         10.        ]]"
510,"[[ 0.         10.         10.        ]
 [ 0.71902655 10.         10.        ]
 [10.         10.         10.        ]]"
511,"[[ 2.29805014  8.98328691 10.        ]
 [ 5.29247911 10.         10.        ]
 [ 0.         10.         10.        ]]"
512,"[[ 0.          0.20604396  7.69230769]
 [ 0.06868132  7.45192308 10.        ]
 [ 7.86401099 10.         10.        ]]"
513,"[[ 0.         10.         10.        ]
 [ 2.47058824 10.         10.        ]
 [ 9.05882353 10.         10.        ]]"
514,"[[ 0.          9.45558739  4.08309456]
 [ 9.81375358 10.         10.        ]
 [10.         10.         10.        ]]"
515,"[[ 0.          6.88325991  9.4438326 ]
 [ 4.6530837   8.70044053  8.64537445]
 [ 3.16629956  4.90088106 10.        ]]"
516,"[[ 0.          1.47710487 10.        ]
 [ 2.76957164 10.         10.        ]
 [10.         10.         10.        ]]"
517,"[[ 0.          1.1991658  10.        ]
 [ 2.26798749  6.1261731  10.        ]
 [ 3.49322211 10.         10.        ]]"
518,"[[ 0.          7.1278826   4.92662474]
 [ 4.29769392 10.         10.        ]
 [ 6.21069182  9.85324948 10.        ]]"
519,"[[ 0.          7.60025873 10.        ]
 [ 2.32858991 10.         10.        ]
 [10.         10.         10.        ]]"
520,"[[ 0.          1.6359447   2.07373272]
 [ 2.46543779  7.64976959 10.        ]
 [ 6.22119816 10.         10.        ]]"
521,"[[ 0.          1.5258216   9.11580595]
 [ 3.9514867  10.         10.        ]
 [10.         10.         10.        ]]"
522,"[[ 0.          4.22535211  5.73440644]
 [ 2.23843058 10.         10.        ]
 [ 2.54024145 10.         10.        ]]"
523,"[[ 0.          9.54425363 10.        ]
 [ 2.60898283 10.         10.        ]
 [ 0.42932629  4.62351387 10.        ]]"
524,"[[ 0.          5.38834951 10.        ]
 [ 9.36893204 10.         10.        ]
 [10.         10.          8.98058252]]"
525,"[[ 0.          9.23566879 10.        ]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
526,"[[ 7.54005655  9.14231857  0.        ]
 [10.         10.          4.17059378]
 [10.         10.          6.80961357]]"
527,"[[ 0.          3.47341338  7.6329331 ]
 [ 8.79073756 10.         10.        ]
 [10.         10.         10.        ]]"
528,"[[ 2.15189873  0.         10.        ]
 [10.         10.         10.        ]
 [ 6.89873418 10.         10.        ]]"
529,"[[ 0.          1.34660422 10.        ]
 [ 2.78103044 10.         10.        ]
 [ 9.74824356 10.          7.14285714]]"
530,"[[ 0.         10.          9.58254269]
 [ 7.92220114 10.         10.        ]
 [10.         10.         10.        ]]"
531,"[[ 0.          2.71634615  6.75480769]
 [ 9.0625     10.         10.        ]
 [10.         10.         10.        ]]"
532,"[[ 0.          8.26133909  0.32397408]
 [ 7.88336933 10.         10.        ]
 [ 7.39740821 10.         10.        ]]"
533,"[[ 0.          3.37752525  9.05934343]
 [ 2.84090909  8.83838384 10.        ]
 [ 5.01893939  9.12247475 10.        ]]"
534,"[[10. 10.  0.]
 [10. 10. 10.]
 [10. 10. 10.]]"
535,"[[ 0.          1.58382066  2.87524366]
 [ 4.97076023  9.25925926 10.        ]
 [10.         10.         10.        ]]"
536,"[[ 0.         10.         10.        ]
 [10.         10.         10.        ]
 [10.         10.          6.66118421]]"
537,"[[ 0.          4.84271523 10.        ]
 [ 6.00165563 10.         10.        ]
 [10.         10.         10.        ]]"
538,"[[ 0.          9.06716418 10.        ]
 [ 3.99253731 10.         10.        ]
 [10.         10.         10.        ]]"
539,"[[ 0.       8.59375 10.     ]
 [10.      10.      10.     ]
 [10.      10.      10.     ]]"
540,"[[ 0.          2.08779443  1.73982869]
 [ 3.9614561   8.5117773  10.        ]
 [ 8.27087794 10.         10.        ]]"
541,"[[10.         10.          2.06237425]
 [ 7.69617706 10.         10.        ]
 [ 0.         10.         10.        ]]"
542,"[[ 0.          3.27181208  5.50894855]
 [ 1.06263982  1.00671141 10.        ]
 [ 2.37695749 10.         10.        ]]"
543,"[[ 0.          6.53266332 10.        ]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
544,"[[ 0.         10.         10.        ]
 [10.         10.         10.        ]
 [10.         10.          9.69551282]]"
545,"[[ 0.          1.05088496  2.21238938]
 [ 1.5210177   4.17588496  8.60066372]
 [ 2.59955752 10.         10.        ]]"
546,"[[ 5.84821429  6.60714286  0.        ]
 [10.         10.          5.17857143]
 [ 8.52678571 10.         10.        ]]"
547,"[[ 0.          3.03320562  8.65261814]
 [ 9.41890166 10.         10.        ]
 [ 4.15070243 10.         10.        ]]"
548,"[[ 0.          6.61040788 10.        ]
 [ 0.77355837 10.         10.        ]
 [ 2.98874824 10.          7.59493671]]"
549,"[[ 0.          4.27069645 10.        ]
 [ 7.81865966 10.          9.55978975]
 [10.         10.         10.        ]]"
550,"[[ 0.          9.74576271  4.89642185]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
551,"[[ 0.          1.43292683 10.        ]
 [ 0.6097561   4.66463415 10.        ]
 [ 4.08536585 10.         10.        ]]"
552,"[[ 0.          0.6932409  10.        ]
 [ 0.17331023 10.         10.        ]
 [10.         10.         10.        ]]"
553,"[[ 0.          4.64092141  9.04471545]
 [10.         10.         10.        ]
 [ 6.30081301 10.         10.        ]]"
554,"[[ 0.          3.02706553 10.        ]
 [ 6.87321937 10.         10.        ]
 [10.         10.         10.        ]]"
555,"[[ 0.          4.45884146  1.14329268]
 [10.         10.         10.        ]
 [ 5.14481707 10.         10.        ]]"
556,"[[ 0.          5.42035398 10.        ]
 [ 1.91740413 10.         10.        ]
 [10.         10.         10.        ]]"
557,"[[ 0.          5.71693449 10.        ]
 [ 3.95550062 10.         10.        ]
 [10.         10.         10.        ]]"
558,"[[ 0.          3.85438972 10.        ]
 [10.         10.         10.        ]
 [ 8.35117773 10.          6.58458244]]"
559,"[[ 1.75345377  0.         10.        ]
 [ 4.62274176 10.         10.        ]
 [ 9.53772582 10.          9.72369819]]"
560,"[[ 0.          6.66287016  9.16856492]
 [ 6.32118451 10.         10.        ]
 [10.         10.         10.        ]]"
561,"[[ 0.          3.35982659  9.53757225]
 [ 3.03468208 10.         10.        ]
 [ 3.17919075  8.12861272 10.        ]]"
562,"[[ 0.          4.83217593 10.        ]
 [ 5.6712963  10.         10.        ]
 [10.         10.         10.        ]]"
563,"[[ 0.          9.98402556 10.        ]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
564,"[[ 0. 10. 10.]
 [10. 10. 10.]
 [10. 10. 10.]]"
565,"[[ 0.          7.87790698 10.        ]
 [10.         10.         10.        ]
 [ 7.23837209  7.61627907  7.5       ]]"
566,"[[ 0.          5.25682183 10.        ]
 [ 3.73194222 10.         10.        ]
 [ 9.87158909 10.          7.3434992 ]]"
567,"[[ 0.          9.47024673  6.24092888]
 [ 8.63570392 10.         10.        ]
 [10.         10.         10.        ]]"
568,"[[ 0.29354207  0.70939335  0.        ]
 [ 3.0332681   3.962818    6.92270059]
 [ 5.84637965 10.         10.        ]]"
569,"[[ 0.          7.91599354  6.66397415]
 [ 4.72536349 10.         10.        ]
 [ 5.73505654 10.         10.        ]]"
570,"[[ 0. 10. 10.]
 [10. 10. 10.]
 [10. 10. 10.]]"
571,"[[ 0.         10.         10.        ]
 [ 2.97157623 10.         10.        ]
 [ 1.25968992 10.          3.22997416]]"
572,"[[ 0.          2.42382271  4.88227147]
 [ 4.43213296 10.         10.        ]
 [10.         10.         10.        ]]"
573,"[[ 0.          8.29207921  5.07425743]
 [ 5.65181518 10.         10.        ]
 [ 4.24917492 10.         10.        ]]"
574,"[[ 0.         10.         10.        ]
 [ 9.17462483 10.         10.        ]
 [10.         10.         10.        ]]"
575,"[[ 0.          4.81400438  7.9868709 ]
 [ 7.43982495 10.         10.        ]
 [ 8.97155361 10.         10.        ]]"
576,"[[ 6.13305613 10.          8.83575884]
 [ 5.87318087 10.         10.        ]
 [ 0.         10.         10.        ]]"
577,"[[ 0.          4.45544554  7.31573157]
 [ 6.71067107 10.         10.        ]
 [ 7.59075908 10.         10.        ]]"
578,"[[ 0.          6.76197836  3.63214838]
 [ 2.20247295 10.         10.        ]
 [10.         10.         10.        ]]"
579,"[[ 0.         10.          9.04605263]
 [ 9.99177632 10.         10.        ]
 [ 5.09868421 10.         10.        ]]"
580,"[[ 0.          6.16254037 10.        ]
 [ 1.56081808 10.         10.        ]
 [10.         10.         10.        ]]"
581,"[[ 0.          7.65503876 10.        ]
 [ 2.08333333 10.         10.        ]
 [10.         10.         10.        ]]"
582,"[[ 0.          2.94342508 10.        ]
 [ 5.02675841 10.         10.        ]
 [ 5.69571865 10.         10.        ]]"
583,"[[ 0.          4.02644231  7.99278846]
 [ 4.41706731 10.         10.        ]
 [ 9.07451923 10.         10.        ]]"
584,"[[ 0.          1.59251769  6.57229525]
 [ 2.04752275  5.05561173 10.        ]
 [ 3.7917088   8.94843276 10.        ]]"
585,"[[ 3.6900369  10.         10.        ]
 [ 6.11931119 10.          6.45756458]
 [ 0.          9.8400984   3.59778598]]"
586,"[[ 0.         10.         10.        ]
 [ 6.8498452  10.         10.        ]
 [10.         10.          6.42414861]]"
587,"[[ 0.          4.4077135  10.        ]
 [ 6.88705234  9.60743802 10.        ]
 [ 6.37052342  8.02341598 10.        ]]"
588,"[[ 0.          4.44444444 10.        ]
 [ 5.44444444  4.2962963  10.        ]
 [ 3.22222222 10.         10.        ]]"
589,"[[ 0.          4.42477876  4.67367257]
 [ 7.82632743 10.         10.        ]
 [10.         10.         10.        ]]"
590,"[[ 0.         10.          9.95575221]
 [ 4.00688299 10.         10.        ]
 [ 2.77777778 10.          7.62045231]]"
591,"[[10.         10.          9.6057047 ]
 [10.         10.         10.        ]
 [ 0.         10.          5.70469799]]"
592,"[[ 0.          5.72972973  4.43243243]
 [ 6.35135135 10.         10.        ]
 [10.         10.         10.        ]]"
593,"[[ 0.         3.2234252 10.       ]
 [ 9.4980315 10.        10.       ]
 [10.        10.        10.       ]]"
594,"[[ 0.43859649  2.60577915 10.        ]
 [ 4.90196078 10.         10.        ]
 [ 0.          7.76573787 10.        ]]"
595,"[[ 0.         10.          9.26395939]
 [10.         10.         10.        ]
 [10.         10.          0.67681895]]"
596,"[[ 3.19602273  0.          1.13636364]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
597,"[[ 0. 10. 10.]
 [10. 10. 10.]
 [10. 10. 10.]]"
598,"[[ 0.          5.37974684  5.97749648]
 [ 4.18424754 10.         10.        ]
 [10.         10.         10.        ]]"
599,"[[ 0.          1.07438017  9.1322314 ]
 [ 3.34710744 10.         10.        ]
 [ 8.14049587 10.         10.        ]]"
600,"[[ 0.         10.          8.77403846]
 [10.          9.21474359 10.        ]
 [10.         10.         10.        ]]"
601,"[[ 0.          5.90185676  2.78514589]
 [ 5.8576481  10.          8.99646331]
 [10.         10.         10.        ]]"
602,"[[ 0.          5.70125428 10.        ]
 [ 3.84834664 10.         10.        ]
 [10.         10.          4.47548461]]"
603,"[[ 7.27722772 10.          1.28712871]
 [10.         10.         10.        ]
 [ 0.          6.08910891 10.        ]]"
604,"[[ 0.         10.          7.38255034]
 [ 8.09563758 10.         10.        ]
 [ 8.80872483 10.         10.        ]]"
605,"[[ 1.15619546  2.13787086  4.29755672]
 [ 1.04712042  7.22076789 10.        ]
 [ 0.         10.         10.        ]]"
606,"[[ 0.          2.73006135  7.42331288]
 [ 2.88343558  4.66257669 10.        ]
 [ 3.89570552 10.         10.        ]]"
607,"[[ 0.          3.92464678  2.51177394]
 [ 9.85086342 10.         10.        ]
 [10.         10.         10.        ]]"
608,"[[ 0.06518905  0.          7.33376793]
 [ 3.32464146  4.66101695 10.        ]
 [10.         10.         10.        ]]"
609,"[[ 0.          4.99415888  9.17056075]
 [ 4.38084112 10.         10.        ]
 [ 8.11915888 10.         10.        ]]"
610,"[[ 0.          0.83798883 10.        ]
 [ 1.20111732  9.02234637 10.        ]
 [ 7.31843575 10.         10.        ]]"
611,"[[10.         10.         10.        ]
 [ 3.53717026  9.11270983 10.        ]
 [ 0.         10.         10.        ]]"
612,"[[ 0.          5.54722639  8.02098951]
 [ 6.82158921 10.         10.        ]
 [10.         10.         10.        ]]"
613,"[[ 0.          2.07253886 10.        ]
 [ 3.27072539  7.09196891 10.        ]
 [ 0.51813472 10.          5.79663212]]"
614,"[[ 1.13333333 10.          6.13333333]
 [10.         10.         10.        ]
 [ 0.         10.         10.        ]]"
615,"[[ 0.          8.44402277 10.        ]
 [10.         10.         10.        ]
 [ 8.30170778 10.         10.        ]]"
616,"[[ 0.          1.8907563  10.        ]
 [ 2.77310924  8.31932773 10.        ]
 [ 8.31932773 10.         10.        ]]"
617,"[[ 0.          3.11653117 10.        ]
 [ 1.15176152 10.         10.        ]
 [ 9.55284553 10.         10.        ]]"
618,"[[ 4.38888889 10.          5.83333333]
 [ 0.         10.         10.        ]
 [ 5.83333333 10.         10.        ]]"
619,"[[ 0.          0.73591253  7.77964676]
 [ 1.53490328 10.         10.        ]
 [ 4.49957948 10.          3.49032801]]"
620,"[[ 0.09199632  0.          0.16099356]
 [ 9.17663293  7.38270469  4.34682613]
 [10.         10.          9.38362466]]"
621,"[[ 0.          3.97252091  3.31541219]
 [ 6.00358423 10.         10.        ]
 [10.         10.         10.        ]]"
622,"[[ 0.         10.         10.        ]
 [ 4.32825485 10.         10.        ]
 [10.         10.         10.        ]]"
623,"[[10.         10.          0.        ]
 [ 5.1458671  10.         10.        ]
 [ 5.63209076 10.         10.        ]]"
624,"[[ 8.04020101  1.46566164  0.        ]
 [ 8.37520938  4.7319933  10.        ]
 [10.         10.         10.        ]]"
625,"[[ 0.    10.    10.   ]
 [ 3.5   10.    10.   ]
 [ 8.375 10.    10.   ]]"
626,"[[ 1.52173913 10.         10.        ]
 [ 9.89130435 10.         10.        ]
 [10.         10.          0.        ]]"
627,"[[ 2.68096515  0.          4.02144772]
 [ 7.77479893 10.         10.        ]
 [ 5.42895442 10.         10.        ]]"
628,"[[ 2.15992647  6.66360294  0.        ]
 [10.         10.         10.        ]
 [ 9.69669118 10.         10.        ]]"
629,"[[ 0.          9.44992948  5.92383639]
 [10.         10.         10.        ]
 [10.         10.          7.7574048 ]]"
630,"[[ 0.          5.62068966  4.62068966]
 [ 8.4137931  10.         10.        ]
 [ 7.24137931 10.         10.        ]]"
631,"[[ 0.         10.         10.        ]
 [10.         10.         10.        ]
 [ 4.53752182 10.          5.93368237]]"
632,"[[ 0.          6.62739323  5.37555228]
 [ 3.71870398 10.         10.        ]
 [ 9.02061856 10.         10.        ]]"
633,"[[ 0.          0.54151625  6.99458484]
 [ 4.15162455 10.         10.        ]
 [ 3.33935018 10.         10.        ]]"
634,"[[ 0.          5.29925187 10.        ]
 [10.         10.         10.        ]
 [ 2.02618454  9.56982544 10.        ]]"
635,"[[ 0.50287356 10.          1.84386973]
 [10.         10.          0.        ]
 [10.          8.02203065  1.60440613]]"
636,"[[ 0.          6.1746988   7.53012048]
 [ 1.73192771  9.81425703 10.        ]
 [ 8.40863454 10.         10.        ]]"
637,"[[ 0.          6.19469027  6.06826802]
 [ 2.11757269 10.         10.        ]
 [ 5.18331226 10.         10.        ]]"
638,"[[10.         10.         10.        ]
 [ 9.         10.         10.        ]
 [ 0.          9.57894737 10.        ]]"
639,"[[ 0.72289157  5.06024096  0.        ]
 [ 9.87951807  6.26506024 10.        ]
 [ 6.26506024 10.         10.        ]]"
640,"[[ 0.          4.33862434  4.84126984]
 [ 7.6984127  10.         10.        ]
 [ 8.04232804 10.         10.        ]]"
641,"[[10.          9.0778098   0.        ]
 [10.         10.          9.61815562]
 [10.         10.         10.        ]]"
642,"[[ 0.          2.43083004  3.53754941]
 [ 3.30039526  7.86561265 10.        ]
 [ 7.03557312 10.         10.        ]]"
643,"[[ 5.56666667 10.         10.        ]
 [10.         10.          3.1       ]
 [10.         10.          0.        ]]"
644,"[[ 2.85194175  0.          4.85436893]
 [ 5.15776699  7.91868932 10.        ]
 [10.         10.         10.        ]]"
645,"[[ 0.         10.         10.        ]
 [ 4.16666667 10.         10.        ]
 [ 6.09681373 10.         10.        ]]"
646,"[[ 0.         10.          5.98639456]
 [ 3.36734694 10.         10.        ]
 [ 1.97278912 10.         10.        ]]"
647,"[[ 0.          0.26548673  5.08849558]
 [ 3.09734513  7.96460177 10.        ]
 [10.         10.         10.        ]]"
648,"[[ 3.66795367  7.75418275  4.79407979]
 [ 9.52380952 10.         10.        ]
 [ 0.          5.63063063 10.        ]]"
649,"[[ 0.          6.3197026   2.60223048]
 [ 6.55204461  7.76022305 10.        ]
 [ 6.50557621 10.          6.3197026 ]]"
650,"[[ 0.          4.07636739  5.52115583]
 [ 8.02373581 10.         10.        ]
 [10.         10.         10.        ]]"
651,"[[ 7.72659733  4.04903418  0.        ]
 [10.         10.          7.54086181]
 [10.         10.         10.        ]]"
652,"[[ 0.         10.         10.        ]
 [10.         10.         10.        ]
 [ 3.78947368 10.          3.36842105]]"
653,"[[ 0.          5.78913325  7.4385511 ]
 [ 7.01811125 10.         10.        ]
 [10.         10.         10.        ]]"
654,"[[ 0.         10.         10.        ]
 [10.         10.          9.72222222]
 [ 5.33333333 10.         10.        ]]"
655,"[[10.         10.         10.        ]
 [ 7.1875     10.         10.        ]
 [ 0.          8.92361111 10.        ]]"
656,"[[ 4.30579965  3.77855888  0.        ]
 [ 9.84182777 10.          4.06414763]
 [10.         10.         10.        ]]"
657,"[[10.         10.          3.11860941]
 [10.         10.          5.98159509]
 [ 0.97137014  0.          4.03885481]]"
658,"[[ 0.          6.44257703 10.        ]
 [10.         10.         10.        ]
 [10.         10.          5.0070028 ]]"
659,"[[ 5.15482055 10.          1.47783251]
 [ 8.39197748 10.         10.        ]
 [ 0.          6.65024631  3.30752991]]"
660,"[[ 0.          4.731243    6.43896976]
 [ 2.57558791 10.         10.        ]
 [ 5.31914894 10.         10.        ]]"
661,"[[ 0.          5.65217391 10.        ]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
662,"[[ 0.          9.75247525 10.        ]
 [ 5.3960396  10.         10.        ]
 [ 6.08910891 10.         10.        ]]"
663,"[[ 1.82389937  0.         10.        ]
 [ 4.96855346 10.         10.        ]
 [ 4.33962264 10.         10.        ]]"
664,"[[ 0.          7.67366721 10.        ]
 [ 5.04846527 10.         10.        ]
 [ 4.07915994 10.         10.        ]]"
665,"[[ 0.         10.         10.        ]
 [10.         10.         10.        ]
 [ 6.42276423 10.         10.        ]]"
666,"[[ 0.         10.         10.        ]
 [ 4.39453125 10.         10.        ]
 [ 3.125      10.         10.        ]]"
667,"[[ 0.         10.          5.12684989]
 [10.         10.          7.13530655]
 [10.         10.          8.35095137]]"
668,"[[ 0.          4.52586207 10.        ]
 [ 5.76508621 10.         10.        ]
 [10.         10.         10.        ]]"
669,"[[ 0.          6.08513189 10.        ]
 [ 3.89688249 10.         10.        ]
 [ 5.48561151 10.         10.        ]]"
670,"[[ 0.         10.          2.86343612]
 [10.          9.80176211 10.        ]
 [ 1.43171806 10.         10.        ]]"
671,"[[ 0.          1.76579926  6.97026022]
 [ 8.61214374 10.         10.        ]
 [10.         10.         10.        ]]"
672,"[[ 0.          6.77966102  6.1248074 ]
 [ 6.2403698   4.77657935 10.        ]
 [ 4.77657935  9.05238829 10.        ]]"
673,"[[ 0.         10.         10.        ]
 [ 8.36298932 10.         10.        ]
 [ 8.18505338 10.         10.        ]]"
674,"[[ 0.25143678  4.52586207  0.        ]
 [ 9.0158046  10.         10.        ]
 [10.         10.         10.        ]]"
675,"[[ 0.          7.39471107 10.        ]
 [ 2.93829579 10.         10.        ]
 [ 2.35063663  6.39079334 10.        ]]"
676,"[[ 0.          9.54861111 10.        ]
 [ 6.68402778 10.         10.        ]
 [10.         10.         10.        ]]"
677,"[[ 0.          8.05785124 10.        ]
 [ 3.84297521 10.         10.        ]
 [ 5.66115702 10.         10.        ]]"
678,"[[ 0.          5.09933775  0.7615894 ]
 [ 7.21854305 10.          7.74834437]
 [10.         10.         10.        ]]"
679,"[[ 0.          4.82076638  4.20271941]
 [ 5.25339926 10.         10.        ]
 [ 1.23609394  8.09641533 10.        ]]"
680,"[[ 0.          5.56414219 10.        ]
 [ 3.01391036 10.         10.        ]
 [ 4.67542504 10.         10.        ]]"
681,"[[ 2.55474453  7.17761557 10.        ]
 [10.          8.81995134 10.        ]
 [ 1.58150852  0.          3.95377129]]"
682,"[[ 0.          8.37155963 10.        ]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
683,"[[ 0. 10. 10.]
 [10. 10. 10.]
 [10. 10. 10.]]"
684,"[[10.         10.         10.        ]
 [10.          9.17553191 10.        ]
 [10.          0.         10.        ]]"
685,"[[ 2.5751073  10.         10.        ]
 [ 4.69420601 10.         10.        ]
 [ 0.         10.         10.        ]]"
686,"[[10. 10. 10.]
 [10. 10. 10.]
 [ 0. 10. 10.]]"
687,"[[ 0.          4.96987952 10.        ]
 [ 3.36345382 10.         10.        ]
 [ 1.30522088 10.         10.        ]]"
688,"[[ 0.          9.79020979 10.        ]
 [10.         10.          8.04195804]
 [10.         10.         10.        ]]"
689,"[[ 0.          2.31431647  7.85791173]
 [ 4.8977395  10.         10.        ]
 [ 6.56620022 10.          7.80409042]]"
690,"[[ 0.         10.         10.        ]
 [10.         10.          9.94664634]
 [10.         10.         10.        ]]"
691,"[[ 0.         10.          6.95517774]
 [10.         10.          4.98454405]
 [ 8.96445131 10.          4.36630603]]"
692,"[[ 6.53078203 10.          4.95008319]
 [10.         10.          7.61231281]
 [ 0.          7.65391015  2.24625624]]"
693,"[[ 0.          3.85783718  8.11057108]
 [ 5.13365735 10.         10.        ]
 [10.         10.         10.        ]]"
694,"[[10.         10.         10.        ]
 [10.         10.         10.        ]
 [ 0.          1.88679245  2.89308176]]"
695,"[[ 0.          1.53508772  9.94152047]
 [ 6.76169591 10.         10.        ]
 [ 3.80116959  9.97807018 10.        ]]"
696,"[[ 0.          4.18890075 10.        ]
 [ 2.45464248 10.         10.        ]
 [10.         10.         10.        ]]"
697,"[[ 7.42630385 10.          8.33333333]
 [10.         10.          6.40589569]
 [10.         10.          0.        ]]"
698,"[[ 0.          6.89066059 10.        ]
 [ 4.44191344 10.         10.        ]
 [10.         10.         10.        ]]"
699,"[[ 0.          6.73913043 10.        ]
 [ 8.56521739 10.         10.        ]
 [10.         10.         10.        ]]"
700,"[[ 0.          3.79965458 10.        ]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
701,"[[ 5.66666667 10.          0.        ]
 [10.         10.          6.56666667]
 [10.         10.         10.        ]]"
702,"[[ 0.         10.         10.        ]
 [ 4.72972973 10.         10.        ]
 [10.         10.         10.        ]]"
703,"[[ 0.         10.         10.        ]
 [ 6.58536585 10.         10.        ]
 [ 5.32520325 10.         10.        ]]"
704,"[[10. 10. 10.]
 [ 0. 10. 10.]
 [10. 10. 10.]]"
705,"[[ 1.5311245   4.54317269  0.        ]
 [ 4.16666667 10.         10.        ]
 [10.         10.         10.        ]]"
706,"[[ 9.44227006 10.          9.78473581]
 [10.         10.         10.        ]
 [ 0.          7.33855186  8.75733855]]"
707,"[[ 0.          7.56079027 10.        ]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
708,"[[ 0.          7.05128205 10.        ]
 [ 6.75542406 10.         10.        ]
 [10.         10.         10.        ]]"
709,"[[ 0.          5.22979398 10.        ]
 [ 4.12044374 10.         10.        ]
 [10.         10.         10.        ]]"
710,"[[ 0.          1.77125506  4.30161943]
 [ 9.41295547 10.         10.        ]
 [ 7.89473684 10.         10.        ]]"
711,"[[ 0.          7.86713287  8.12937063]
 [ 9.09090909 10.         10.        ]
 [10.         10.          8.82867133]]"
712,"[[ 0.          8.45280765 10.        ]
 [10.         10.         10.        ]
 [10.         10.          1.94145759]]"
