,Shading Maps
238,"[[ 0.         10.         10.        ]
 [10.         10.         10.        ]
 [10.          8.87715931  8.10940499]]"
239,"[[ 0.4296875  5.546875  10.       ]
 [ 0.         7.578125  10.       ]
 [10.        10.        10.       ]]"
240,"[[ 0.          8.93246187  9.09586057]
 [ 1.5795207  10.         10.        ]
 [10.         10.          5.71895425]]"
241,"[[ 0.          1.14416476  6.3215103 ]
 [ 0.80091533  7.92334096  9.52517162]
 [ 4.9771167  10.         10.        ]]"
242,"[[ 0.          0.9009009  10.        ]
 [ 6.13113113  9.23423423 10.        ]
 [ 0.92592593  8.95895896 10.        ]]"
243,"[[ 0.          3.94736842 10.        ]
 [ 9.46115288 10.         10.        ]
 [ 4.13533835 10.         10.        ]]"
244,"[[10.         10.          7.07434053]
 [10.         10.         10.        ]
 [ 0.          7.31414868 10.        ]]"
245,"[[ 0.          1.14416476  6.35011442]
 [ 1.37299771  8.15217391 10.        ]
 [10.         10.         10.        ]]"
246,"[[ 0. 10. 10.]
 [10. 10. 10.]
 [10. 10. 10.]]"
247,"[[10.         10.          5.25477707]
 [ 0.         10.         10.        ]
 [ 9.07643312 10.          8.97027601]]"
248,"[[ 0.          4.25659472  6.05515588]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
249,"[[ 0.          6.32183908  3.73563218]
 [ 6.09195402 10.         10.        ]
 [ 7.70114943 10.         10.        ]]"
250,"[[ 0.          9.60864486  8.9953271 ]
 [ 3.79672897 10.         10.        ]
 [ 3.9135514  10.         10.        ]]"
251,"[[ 0.          5.90572034 10.        ]
 [ 4.44915254 10.         10.        ]
 [ 6.32944915 10.         10.        ]]"
252,"[[ 0.         10.          9.375     ]
 [ 1.20535714 10.         10.        ]
 [10.         10.         10.        ]]"
253,"[[ 0.          2.1363174   7.12105799]
 [ 2.06002035  2.034588   10.        ]
 [ 1.0681587   8.36724313 10.        ]]"
254,"[[ 0.          8.99632803  8.69033048]
 [ 7.61933905 10.         10.        ]
 [ 1.92778458 10.         10.        ]]"
255,"[[ 0.         10.          6.711146  ]
 [10.         10.         10.        ]
 [ 8.67346939  7.9277865  10.        ]]"
256,"[[ 1.81331748 10.         10.        ]
 [ 2.43757432 10.         10.        ]
 [ 0.         10.         10.        ]]"
257,"[[ 0.         10.          2.57037944]
 [ 8.59853121 10.         10.        ]
 [ 0.55079559  5.32435741  5.81395349]]"
258,"[[ 5.33498759 10.         10.        ]
 [ 0.          6.20347395 10.        ]
 [ 8.49875931 10.         10.        ]]"
259,"[[ 0.          4.78165939  1.35371179]
 [ 4.67248908 10.          9.51965066]
 [ 2.88209607 10.          7.7510917 ]]"
260,"[[ 0.          9.87748851 10.        ]
 [10.          9.60949464 10.        ]
 [10.         10.         10.        ]]"
261,"[[ 0.          5.25040388 10.        ]
 [ 7.63327948 10.         10.        ]
 [10.         10.         10.        ]]"
262,"[[ 0.         10.         10.        ]
 [ 7.83866058 10.         10.        ]
 [ 8.94216134 10.         10.        ]]"
263,"[[ 6.68316832 10.         10.        ]
 [10.         10.          8.16831683]
 [10.         10.          0.        ]]"
264,"[[ 7.37564322 10.         10.        ]
 [ 8.06174957 10.         10.        ]
 [ 0.          5.61749571 10.        ]]"
265,"[[ 0.          7.23314607  9.375     ]
 [ 9.05898876 10.         10.        ]
 [10.         10.         10.        ]]"
266,"[[ 0.          2.69736842  7.92763158]
 [ 4.67105263 10.         10.        ]
 [10.         10.          7.53289474]]"
267,"[[ 5.06329114 10.          6.44778481]
 [ 0.27689873 10.         10.        ]
 [ 0.          5.49841772  5.1028481 ]]"
268,"[[ 0.          4.80769231  5.92105263]
 [ 1.92307692  8.93218623 10.        ]
 [10.         10.         10.        ]]"
269,"[[ 0.         10.          5.89849108]
 [ 7.09876543 10.         10.        ]
 [10.         10.         10.        ]]"
270,"[[ 0.         10.         10.        ]
 [10.         10.         10.        ]
 [10.         10.          5.49180328]]"
271,"[[ 0.          5.87993421  5.34539474]
 [ 2.67269737  9.82730263 10.        ]
 [10.         10.         10.        ]]"
272,"[[ 0.          7.60739857  7.10023866]
 [10.         10.         10.        ]
 [ 2.95346062 10.         10.        ]]"
273,"[[ 0.          6.36215334 10.        ]
 [ 7.87112561 10.         10.        ]
 [10.         10.         10.        ]]"
274,"[[ 1.63398693  9.72222222  0.        ]
 [10.          2.61437908 10.        ]
 [ 6.53594771 10.         10.        ]]"
275,"[[ 0.          2.25433526  5.66473988]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
276,"[[ 0.          8.15373563  9.9137931 ]
 [ 6.50143678 10.         10.        ]
 [ 3.41235632 10.         10.        ]]"
277,"[[ 0.         10.         10.        ]
 [ 3.69875223 10.         10.        ]
 [10.         10.         10.        ]]"
278,"[[ 1.22093023  4.88372093 10.        ]
 [ 3.72093023 10.         10.        ]
 [ 0.         10.         10.        ]]"
279,"[[ 0.          5.08426966 10.        ]
 [ 6.96629213 10.         10.        ]
 [ 4.91573034 10.         10.        ]]"
280,"[[ 4.14364641  0.          5.42127072]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
281,"[[ 0.          5.21201413 10.        ]
 [ 4.59363958 10.         10.        ]
 [ 7.8180212  10.         10.        ]]"
282,"[[ 5.68965517 10.          6.66666667]
 [ 9.1091954  10.         10.        ]
 [ 0.         10.         10.        ]]"
283,"[[ 0.          7.24431818 10.        ]
 [ 5.078125   10.         10.        ]
 [ 0.56818182  6.53409091  7.45738636]]"
284,"[[ 0.96590909  0.          3.60795455]
 [ 3.49431818  1.13636364 10.        ]
 [10.         10.         10.        ]]"
285,"[[ 0.          0.88095238  4.04761905]
 [ 3.95238095  4.21428571 10.        ]
 [ 5.66666667  7.14285714 10.        ]]"
286,"[[ 0.          4.06565657  5.93434343]
 [ 4.74747475 10.         10.        ]
 [ 9.44444444 10.         10.        ]]"
287,"[[ 0.          8.49875931 10.        ]
 [ 4.44582299 10.         10.        ]
 [ 4.88006617 10.         10.        ]]"
288,"[[ 0.         10.         10.        ]
 [ 5.58984911 10.         10.        ]
 [ 4.80109739 10.         10.        ]]"
289,"[[ 0.          9.94363929  6.15942029]
 [ 3.58293076 10.          7.04508857]
 [10.         10.         10.        ]]"
290,"[[ 0.          5.16032064  5.51102204]
 [ 7.51503006 10.         10.        ]
 [10.         10.         10.        ]]"
291,"[[ 0.         10.         10.        ]
 [ 6.95020747 10.         10.        ]
 [10.         10.         10.        ]]"
292,"[[ 0.          5.7106599  10.        ]
 [ 8.20642978 10.         10.        ]
 [10.         10.         10.        ]]"
293,"[[ 4.89130435  4.15019763  0.        ]
 [10.         10.          3.50790514]
 [10.         10.          6.57114625]]"
294,"[[ 7.9006772  10.         10.        ]
 [ 8.46501129 10.         10.        ]
 [ 0.          3.2731377  10.        ]]"
295,"[[ 0.          1.26284247  6.29280822]
 [ 1.69092466  7.68407534 10.        ]
 [ 8.09075342 10.         10.        ]]"
296,"[[ 0.         10.          7.39762219]
 [ 3.92998679 10.         10.        ]
 [ 7.66182299 10.          2.84015852]]"
297,"[[ 0. 10. 10.]
 [10. 10. 10.]
 [10. 10. 10.]]"
298,"[[ 5.08104738  4.86284289  0.        ]
 [10.         10.          6.79551122]
 [ 4.6446384  10.         10.        ]]"
299,"[[ 0.          2.91262136  7.42718447]
 [ 3.68932039  7.86407767 10.        ]
 [ 7.01456311 10.         10.        ]]"
300,"[[ 0.         10.          6.98380567]
 [10.         10.          9.51417004]
 [10.         10.         10.        ]]"
301,"[[ 0.          4.49852507 10.        ]
 [ 0.62684366  9.14454277 10.        ]
 [ 0.55309735  6.71091445 10.        ]]"
302,"[[ 1.38012618 10.         10.        ]
 [ 1.38012618 10.         10.        ]
 [ 0.         10.          1.89274448]]"
303,"[[10.         10.          0.        ]
 [10.          9.92063492  7.01058201]
 [10.          5.29100529 10.        ]]"
304,"[[ 0.91603053  2.44274809  3.51145038]
 [ 0.15267176  8.16793893 10.        ]
 [ 0.         10.         10.        ]]"
305,"[[ 2.6465798   2.52442997  0.        ]
 [ 4.23452769  1.99511401 10.        ]
 [ 6.02605863 10.         10.        ]]"
306,"[[ 0.22378517  7.51278772  3.96419437]
 [ 3.19693095 10.         10.        ]
 [ 0.         10.         10.        ]]"
307,"[[ 0.          5.08155583  8.93977415]
 [ 4.95608532 10.         10.        ]
 [10.         10.         10.        ]]"
308,"[[ 0.          1.84713376  2.19745223]
 [10.         10.         10.        ]
 [ 4.23566879 10.         10.        ]]"
309,"[[ 0.          3.40646651 10.        ]
 [ 3.26212471 10.         10.        ]
 [ 5.91801386 10.         10.        ]]"
310,"[[10.  0. 10.]
 [10. 10. 10.]
 [10. 10. 10.]]"
311,"[[ 0.          5.81467662 10.        ]
 [ 4.41542289 10.         10.        ]
 [ 3.6380597  10.         10.        ]]"
312,"[[ 0.          5.44554455 10.        ]
 [10.          7.7970297  10.        ]
 [ 4.82673267  9.69471947 10.        ]]"
313,"[[ 6.50337838 10.         10.        ]
 [ 2.23817568  8.19256757 10.        ]
 [ 0.         10.         10.        ]]"
314,"[[ 4.49669967  6.76567657 10.        ]
 [ 3.75412541  8.70462046 10.        ]
 [ 0.          3.63036304 10.        ]]"
315,"[[ 0.         10.         10.        ]
 [10.         10.         10.        ]
 [10.          7.71126761  8.30985915]]"
316,"[[10.         10.         10.        ]
 [ 0.         10.         10.        ]
 [ 4.57474227 10.         10.        ]]"
317,"[[ 0.         10.          9.94897959]
 [10.         10.         10.        ]
 [ 9.87609329 10.         10.        ]]"
318,"[[ 0.          2.1416804  10.        ]
 [ 3.17133443  6.75453048 10.        ]
 [ 3.45963756  6.26029654 10.        ]]"
319,"[[ 3.93203883  0.         10.        ]
 [10.          7.81553398 10.        ]
 [10.          7.23300971 10.        ]]"
320,"[[ 0.         10.          2.69058296]
 [10.         10.         10.        ]
 [ 4.87668161 10.         10.        ]]"
321,"[[ 0. 10. 10.]
 [10. 10. 10.]
 [10. 10. 10.]]"
322,"[[ 0.          9.63375796  7.68312102]
 [10.          7.52388535 10.        ]
 [ 7.96178344 10.         10.        ]]"
323,"[[ 0.          6.96581197 10.        ]
 [10.         10.         10.        ]
 [ 5.68376068  8.5042735  10.        ]]"
324,"[[ 0.         10.          6.30372493]
 [ 5.73065903 10.         10.        ]
 [ 3.25931232 10.         10.        ]]"
325,"[[ 2.35426009  4.70852018  5.21300448]
 [ 4.54035874  8.68834081  7.79147982]
 [ 2.63452915  0.         10.        ]]"
326,"[[ 0.          7.02214452  9.46969697]
 [ 6.67249417 10.         10.        ]
 [ 8.36247086 10.         10.        ]]"
327,"[[ 0.14677104  4.06066536  3.98727984]
 [ 0.         10.         10.        ]
 [ 0.88062622 10.         10.        ]]"
328,"[[ 0.          6.77899687 10.        ]
 [ 3.56583072 10.         10.        ]
 [10.         10.         10.        ]]"
329,"[[ 0. 10. 10.]
 [10. 10. 10.]
 [10. 10. 10.]]"
330,"[[ 0.          7.60254597 10.        ]
 [ 2.43988685 10.         10.        ]
 [10.         10.         10.        ]]"
331,"[[ 4.24901186 10.         10.        ]
 [ 8.59683794 10.         10.        ]
 [ 0.         10.         10.        ]]"
332,"[[ 0.         10.         10.        ]
 [ 5.40413534 10.         10.        ]
 [10.         10.          3.05451128]]"
333,"[[ 0.          1.04712042 10.        ]
 [ 2.12696335  5.66099476 10.        ]
 [ 7.52617801 10.          8.83507853]]"
334,"[[ 0.          6.58914729  2.44186047]
 [ 8.72093023  6.86046512 10.        ]
 [10.         10.         10.        ]]"
335,"[[ 0.          1.27688172  7.90770609]
 [ 1.16487455 10.         10.        ]
 [10.         10.          5.62275986]]"
336,"[[ 0.          4.63951936 10.        ]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
337,"[[ 2.26146221  2.81908302  0.        ]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
338,"[[ 0.          1.35732323  4.5770202 ]
 [ 0.97853535  4.19823232 10.        ]
 [ 3.03030303 10.         10.        ]]"
339,"[[ 0.          7.          7.47826087]
 [ 5.43478261  6.56521739 10.        ]
 [ 0.7826087  10.         10.        ]]"
340,"[[ 0.          7.79085873 10.        ]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
341,"[[ 2.00860832  7.85509326  8.24964132]
 [ 4.08895265 10.         10.        ]
 [ 0.          8.96700143 10.        ]]"
342,"[[ 1.6862955  10.          5.64775161]
 [ 3.15845824 10.         10.        ]
 [ 0.         10.         10.        ]]"
343,"[[ 0.          8.38437979  7.42725881]
 [10.          7.15926493  8.6906585 ]
 [10.         10.         10.        ]]"
344,"[[ 0.          7.61455526 10.        ]
 [ 3.9083558  10.         10.        ]
 [ 6.19946092  5.92991914 10.        ]]"
345,"[[ 0.          9.12462908  8.79080119]
 [ 2.26261128 10.         10.        ]
 [10.         10.         10.        ]]"
346,"[[ 0.          4.12524851  9.84095427]
 [10.         10.         10.        ]
 [10.          7.72862823  5.79025845]]"
347,"[[10.         10.         10.        ]
 [10.         10.          9.80083857]
 [10.         10.          0.        ]]"
348,"[[ 0.          2.52840909  7.92613636]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
349,"[[ 1.42857143  3.5         3.83333333]
 [ 4.04761905  6.0952381   8.54761905]
 [ 0.         10.         10.        ]]"
350,"[[ 0. 10. 10.]
 [10. 10. 10.]
 [10. 10. 10.]]"
351,"[[ 0.         10.         10.        ]
 [ 9.15730337 10.         10.        ]
 [10.         10.         10.        ]]"
352,"[[ 3.03784861  5.07968127  0.        ]
 [ 7.14641434 10.          5.17928287]
 [10.         10.         10.        ]]"
353,"[[ 0.          8.44849246 10.        ]
 [ 7.4120603  10.         10.        ]
 [10.         10.         10.        ]]"
354,"[[ 0.          7.651622    2.43300423]
 [10.         10.         10.        ]
 [10.          6.41748942 10.        ]]"
355,"[[ 0.          9.47441217 10.        ]
 [ 6.98478562 10.         10.        ]
 [10.         10.         10.        ]]"
356,"[[ 0.          8.44086022 10.        ]
 [ 5.91397849 10.         10.        ]
 [10.         10.          8.57526882]]"
357,"[[ 0.          9.41704036 10.        ]
 [ 7.11883408  7.90358744 10.        ]
 [ 7.51121076 10.         10.        ]]"
358,"[[ 0.          6.57703488 10.        ]
 [ 6.17732558 10.         10.        ]
 [ 7.34011628 10.         10.        ]]"
359,"[[ 0.         10.         10.        ]
 [10.         10.          5.24861878]
 [10.         10.         10.        ]]"
360,"[[ 0.          9.60526316 10.        ]
 [ 5.35087719 10.         10.        ]
 [ 8.85964912 10.         10.        ]]"
361,"[[ 0. 10. 10.]
 [10. 10. 10.]
 [10. 10. 10.]]"
362,"[[ 0.          1.55172414  9.16666667]
 [ 6.98275862 10.         10.        ]
 [10.         10.         10.        ]]"
363,"[[ 0.         10.         10.        ]
 [10.          6.30114566 10.        ]
 [ 7.1603928   7.32405892 10.        ]]"
364,"[[ 0.          6.30990415 10.        ]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
365,"[[ 8.69781312  7.50497018  0.        ]
 [10.         10.         10.        ]
 [ 4.6222664  10.         10.        ]]"
366,"[[ 0.         10.          6.85763889]
 [ 5.38194444 10.         10.        ]
 [ 8.07291667 10.         10.        ]]"
367,"[[ 0.         10.          1.69797688]
 [ 2.92630058 10.         10.        ]
 [ 2.02312139 10.         10.        ]]"
368,"[[ 0.         10.         10.        ]
 [ 9.66453674 10.         10.        ]
 [10.         10.         10.        ]]"
369,"[[ 0.         10.          8.40206186]
 [10.         10.         10.        ]
 [ 9.79381443  8.45360825  4.48453608]]"
370,"[[ 0.          6.97674419  5.62015504]
 [ 6.04005168 10.         10.        ]
 [10.         10.         10.        ]]"
371,"[[ 0.          2.38317757 10.        ]
 [ 3.97196262  7.57009346 10.        ]
 [10.         10.         10.        ]]"
372,"[[ 0.          4.82905983 10.        ]
 [ 4.14529915 10.         10.        ]
 [10.         10.         10.        ]]"
373,"[[ 4.34973638 10.          9.44639719]
 [ 3.64674868 10.         10.        ]
 [ 0.         10.         10.        ]]"
374,"[[ 4.06504065 10.         10.        ]
 [10.         10.         10.        ]
 [ 0.         10.          8.82113821]]"
375,"[[ 0.          2.23535457  4.49640288]
 [ 5.42137718 10.         10.        ]
 [ 3.62281603 10.         10.        ]]"
376,"[[ 4.75285171  4.9904943   0.33269962]
 [10.          0.         10.        ]
 [ 9.12547529 10.         10.        ]]"
377,"[[ 0.          7.37645349 10.        ]
 [10.         10.         10.        ]
 [ 9.33866279  4.10610465 10.        ]]"
378,"[[ 0.          1.8115942   4.97364954]
 [ 1.1198946   5.56653491 10.        ]
 [ 5.89591568 10.         10.        ]]"
379,"[[ 0.92091008  1.46262189  0.59588299]
 [ 2.2751896   6.87973998  7.69230769]
 [ 0.         10.         10.        ]]"
380,"[[ 0.          3.52404643 10.        ]
 [ 0.58043118  9.53565506 10.        ]
 [10.         10.         10.        ]]"
381,"[[ 0.          4.37392796  9.13379074]
 [ 7.03259005 10.         10.        ]
 [10.         10.          8.19039451]]"
382,"[[ 3.29861111 10.          0.        ]
 [ 5.52083333 10.          9.30555556]
 [ 0.27777778 10.         10.        ]]"
383,"[[ 0.          7.25524476 10.        ]
 [ 4.16666667 10.         10.        ]
 [ 8.62470862 10.         10.        ]]"
384,"[[ 0.64705882 10.          9.41176471]
 [ 6.         10.         10.        ]
 [ 0.          9.79411765  2.70588235]]"
385,"[[ 0.          0.86912065  7.5408998 ]
 [ 0.71574642  7.56646217  2.9396728 ]
 [ 4.37116564 10.         10.        ]]"
386,"[[ 0.          0.52716951  7.29927007]
 [ 0.81103001  7.88726683 10.        ]
 [10.         10.         10.        ]]"
387,"[[ 0.         10.         10.        ]
 [ 4.54173486 10.         10.        ]
 [ 3.64157119 10.         10.        ]]"
388,"[[ 0.         10.         10.        ]
 [ 4.14728682 10.         10.        ]
 [ 7.71317829 10.         10.        ]]"
389,"[[ 0.         10.          1.59883721]
 [10.         10.          9.83527132]
 [ 6.58914729 10.         10.        ]]"
390,"[[ 0.          2.66990291  4.81391586]
 [10.         10.         10.        ]
 [ 7.60517799  8.41423948  5.42071197]]"
391,"[[ 5.50505051  0.         10.        ]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
392,"[[ 0.          3.96270396  7.54662005]
 [ 2.59324009 10.         10.        ]
 [ 4.63286713 10.         10.        ]]"
393,"[[ 0.          7.66369048 10.        ]
 [10.         10.         10.        ]
 [ 5.43154762 10.         10.        ]]"
394,"[[ 0.         10.         10.        ]
 [ 7.84493284 10.         10.        ]
 [10.         10.          0.42735043]]"
395,"[[ 0.         10.          9.44625407]
 [ 9.28338762  8.71335505  8.79478827]
 [10.         10.         10.        ]]"
396,"[[ 0.          3.02390999 10.        ]
 [ 6.61040788 10.         10.        ]
 [ 5.73136428 10.         10.        ]]"
397,"[[ 0.          8.81076389 10.        ]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
398,"[[ 0.         10.         10.        ]
 [ 6.21165644 10.         10.        ]
 [10.         10.         10.        ]]"
399,"[[ 0.          2.79535865 10.        ]
 [ 6.06540084 10.         10.        ]
 [10.         10.         10.        ]]"
400,"[[ 0.          4.62287105 10.        ]
 [ 3.10218978 10.          5.4136253 ]
 [ 6.56934307 10.         10.        ]]"
401,"[[ 2.14791851  2.56864482  0.        ]
 [ 5.02657219 10.         10.        ]
 [ 4.7829938  10.         10.        ]]"
402,"[[ 0.          4.24016282  2.17096336]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
403,"[[ 0.          9.24507659 10.        ]
 [ 8.91684902 10.         10.        ]
 [ 5.36105033 10.         10.        ]]"
404,"[[ 0.          3.05555556  6.2962963 ]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
405,"[[ 0.         10.          4.27083333]
 [ 2.70833333 10.         10.        ]
 [ 2.47395833 10.         10.        ]]"
406,"[[ 0.          2.9109589   3.02511416]
 [10.         10.         10.        ]
 [ 2.34018265  5.1369863  10.        ]]"
407,"[[ 0.10347682  0.          1.3865894 ]
 [ 1.36589404  6.91225166 10.        ]
 [10.         10.         10.        ]]"
408,"[[ 0.          1.44628099  2.76342975]
 [ 4.75206612 10.         10.        ]
 [ 6.55991736 10.         10.        ]]"
409,"[[ 3.77697842 10.         10.        ]
 [10.         10.         10.        ]
 [10.          2.78776978  0.        ]]"
410,"[[ 0.         10.         10.        ]
 [ 6.51978417 10.         10.        ]
 [10.         10.          7.23920863]]"
411,"[[ 0.          6.09756098 10.        ]
 [ 8.1300813  10.         10.        ]
 [10.          9.47154472  9.59349593]]"
412,"[[10.          9.02889246  0.        ]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
413,"[[10.         10.         10.        ]
 [ 6.48584906 10.         10.        ]
 [ 0.         10.         10.        ]]"
414,"[[ 0.          4.296875   10.        ]
 [ 0.75120192  9.79567308 10.        ]
 [ 1.20192308  7.45192308 10.        ]]"
415,"[[ 1.70265781  0.          6.60299003]
 [10.          9.88372093  8.97009967]
 [10.         10.          9.71760797]]"
416,"[[ 0.          2.43628186  5.32233883]
 [ 7.34632684 10.         10.        ]
 [10.         10.         10.        ]]"
417,"[[ 0.         10.          6.63667042]
 [ 1.856018   10.         10.        ]
 [ 3.00899888 10.         10.        ]]"
418,"[[ 0.         10.         10.        ]
 [10.         10.         10.        ]
 [10.         10.          4.87804878]]"
419,"[[ 0.          4.15549598 10.        ]
 [ 4.45710456 10.         10.        ]
 [10.         10.         10.        ]]"
420,"[[ 0.          3.14547837  9.79685452]
 [ 7.83093054 10.         10.        ]
 [10.         10.          5.53735256]]"
421,"[[ 0.          8.40486409 10.        ]
 [ 0.89413448 10.         10.        ]
 [ 1.89556509 10.         10.        ]]"
422,"[[ 0.          0.91549296  9.97652582]
 [ 3.19248826  7.27699531 10.        ]
 [ 7.18309859 10.         10.        ]]"
423,"[[ 0.  6. 10.]
 [10. 10. 10.]
 [10. 10. 10.]]"
424,"[[ 0. 10. 10.]
 [10. 10. 10.]
 [10. 10. 10.]]"
425,"[[ 0.         10.         10.        ]
 [ 6.52528548 10.          8.56443719]
 [10.         10.          8.52365416]]"
426,"[[ 1.61392405  7.87974684  0.69620253]
 [ 4.65189873 10.         10.        ]
 [ 0.         10.         10.        ]]"
427,"[[ 0.19329897 10.          4.92912371]
 [ 0.         10.         10.        ]
 [10.         10.         10.        ]]"
428,"[[ 2.05479452  9.09090909  5.1369863 ]
 [ 0.         10.         10.        ]
 [ 0.28019925 10.         10.        ]]"
429,"[[ 1.01317123  8.20668693 10.        ]
 [ 2.45694022 10.         10.        ]
 [ 0.         10.         10.        ]]"
430,"[[ 1.10759494  1.46360759  0.        ]
 [ 2.2943038   5.73575949  7.12025316]
 [10.          8.06962025  7.35759494]]"
431,"[[ 0.          8.43694494 10.        ]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
432,"[[ 0.          6.19694397 10.        ]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
433,"[[ 0.15015015  6.04354354  7.43243243]
 [ 6.98198198 10.         10.        ]
 [ 0.          5.55555556 10.        ]]"
434,"[[ 6.42548596 10.          0.        ]
 [10.         10.          7.39740821]
 [10.         10.          7.50539957]]"
435,"[[ 0.          7.89285714 10.        ]
 [ 6.         10.         10.        ]
 [10.         10.         10.        ]]"
436,"[[ 0.          7.93343653 10.        ]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
437,"[[ 0.         10.         10.        ]
 [10.         10.          5.86419753]
 [10.         10.          9.65608466]]"
438,"[[ 0.         10.          8.9609484 ]
 [ 9.93723849 10.         10.        ]
 [10.         10.          9.13528591]]"
439,"[[ 0.          4.57110609  1.9751693 ]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
440,"[[ 6.37931034  8.13793103  0.        ]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
441,"[[ 0.          5.94713656 10.        ]
 [ 6.13069016 10.         10.        ]
 [10.         10.          9.17767988]]"
442,"[[ 0.          1.90568475 10.        ]
 [ 8.52713178 10.         10.        ]
 [ 4.19896641 10.         10.        ]]"
443,"[[ 0.          5.33195021  8.07053942]
 [ 2.96680498 10.         10.        ]
 [ 7.53112033 10.          4.52282158]]"
444,"[[ 0.         10.          8.88429752]
 [ 9.29752066 10.         10.        ]
 [ 3.16804408 10.          9.09090909]]"
445,"[[ 0.          6.18393235 10.        ]
 [ 7.74312896 10.         10.        ]
 [ 5.94608879 10.         10.        ]]"
446,"[[ 0.          4.75260417 10.        ]
 [10.         10.         10.        ]
 [ 8.46354167 10.         10.        ]]"
447,"[[ 0.         10.         10.        ]
 [ 3.23129252 10.         10.        ]
 [10.         10.         10.        ]]"
448,"[[ 0.         10.         10.        ]
 [ 5.7518797  10.         10.        ]
 [ 7.21804511 10.         10.        ]]"
449,"[[ 0.          3.39285714 10.        ]
 [ 4.55357143 10.         10.        ]
 [ 7.36607143 10.          7.99107143]]"
450,"[[ 2.72215269  7.22778473  5.78848561]
 [10.         10.          4.44305382]
 [ 3.16020025  0.         10.        ]]"
451,"[[ 0.         10.          4.16098226]
 [ 3.61527967 10.         10.        ]
 [ 0.88676671 10.         10.        ]]"
452,"[[ 0.          6.02189781  9.23357664]
 [ 6.09489051 10.         10.        ]
 [10.         10.         10.        ]]"
453,"[[ 0.         10.          9.85576923]
 [10.         10.         10.        ]
 [10.         10.          4.08653846]]"
454,"[[ 0.         3.6637931 10.       ]
 [10.        10.        10.       ]
 [10.        10.        10.       ]]"
455,"[[ 0.          8.4992343  10.        ]
 [ 7.19754977 10.         10.        ]
 [ 8.65237366 10.         10.        ]]"
456,"[[ 0.          5.12658228 10.        ]
 [ 2.87974684 10.         10.        ]
 [ 5.12658228 10.         10.        ]]"
457,"[[ 8.67665418 10.         10.        ]
 [10.         10.         10.        ]
 [ 0.          6.21098627  8.98876404]]"
458,"[[ 0.          4.01721664 10.        ]
 [ 6.13342898 10.         10.        ]
 [10.         10.         10.        ]]"
459,"[[ 0.          6.23836127  3.77094972]
 [ 7.2160149   8.19366853 10.        ]
 [10.         10.         10.        ]]"
460,"[[ 2.27941176 10.         10.        ]
 [ 0.          9.55882353 10.        ]
 [ 2.72058824 10.         10.        ]]"
461,"[[ 0.          2.98471824 10.        ]
 [ 3.34288443 10.         10.        ]
 [ 4.13085005 10.         10.        ]]"
462,"[[ 0.         10.         10.        ]
 [10.         10.         10.        ]
 [ 3.68217054  6.83139535 10.        ]]"
463,"[[ 5.42091837  3.47576531  0.        ]
 [10.         10.          6.09056122]
 [10.         10.         10.        ]]"
464,"[[ 0.          4.2877907  10.        ]
 [ 6.06831395 10.         10.        ]
 [10.         10.         10.        ]]"
465,"[[ 0.          4.85232068 10.        ]
 [ 9.9859353  10.         10.        ]
 [10.         10.          4.64135021]]"
466,"[[ 0.          8.105939   10.        ]
 [ 4.45425361 10.         10.        ]
 [ 3.2905297  10.         10.        ]]"
467,"[[ 0.         10.          4.01129944]
 [ 1.8079096  10.         10.        ]
 [ 8.72881356 10.         10.        ]]"
468,"[[ 0.          2.98455056  4.52949438]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
469,"[[ 0.          2.11232604  5.41749503]
 [ 4.82107356 10.         10.        ]
 [ 9.7166998  10.         10.        ]]"
470,"[[ 0.          3.68324125  7.45856354]
 [ 6.72191529 10.         10.        ]
 [10.         10.         10.        ]]"
471,"[[ 0.          8.88791594 10.        ]
 [ 4.68476357 10.         10.        ]
 [10.         10.         10.        ]]"
472,"[[ 0.          4.64632455  7.87101248]
 [ 2.28848821 10.         10.        ]
 [ 4.99306519 10.         10.        ]]"
473,"[[ 0.          1.66846071  5.54359526]
 [ 6.02798708  9.01506997 10.        ]
 [10.         10.         10.        ]]"
474,"[[ 0.          9.62757528 10.        ]
 [ 9.86529319 10.         10.        ]
 [10.         10.         10.        ]]"
475,"[[ 0.          5.58823529 10.        ]
 [ 4.26470588 10.         10.        ]
 [ 1.88235294 10.         10.        ]]"
